"","TX_MUNTY_COLLISION_NL","CD_NIS","CD_ROAD_TYPE_NL","_2017","_2018","_2019","_2020","_2022","_2021","Totaal"
"720","Oostkamp","31022","Autosnelweg",0,2,1,1,0,0,4
"721","Oostkamp","31022","Gemeenteweg",0,1,0,0,0,0,1
"722","Oostkamp","31022","Gewestweg",0,2,0,1,0,0,3
"723","Oostrozebeke","37010","Gemeenteweg",0,0,1,0,0,1,1
"724","Oostrozebeke","37010","Gewestweg",1,0,0,0,0,0,1
"725","Opwijk","23060","Gemeenteweg",1,0,0,0,0,0,1
"726","Opwijk","23060","Gewestweg",0,0,0,1,1,0,2
"727","Opzullik","51068","Autosnelweg",0,0,1,0,0,0,1
"728","Opzullik","51068","Gewestweg",1,0,1,0,1,0,3
"729","Orp-Jauche","25120","Gemeenteweg",0,1,0,0,1,0,2
"730","Ottignies-Louvain-la-Neuve","25121","Autosnelweg",0,2,0,0,0,0,2
"731","Oud-Heverlee","24086","Gemeenteweg",0,0,0,0,1,0,1
"732","Oud-Turnhout","13031","Autosnelweg",2,0,0,0,0,0,2
"733","Oud-Turnhout","13031","Gewestweg",0,0,0,1,0,0,1
"734","Oudenaarde","45035","Gemeenteweg",0,2,2,0,1,0,5
"735","Oudenaarde","45035","Gewestweg",2,1,2,0,2,2,7
"736","Oudenburg","35014","Autosnelweg",0,1,0,0,0,0,1
"737","Oudenburg","35014","Gemeenteweg",0,0,1,0,0,1,1
"738","Oudenburg","35014","Gewestweg",0,1,0,1,0,0,2
"739","Oudergem","21002","Autosnelweg",0,0,0,0,1,1,1
"740","Oudergem","21002","Gewestweg",0,0,0,0,1,0,1
"741","Oudsbergen","72042","Gemeenteweg",1,2,1,0,0,2,4
"742","Oudsbergen","72042","Gewestweg",0,1,2,0,0,1,3
"743","Ouffet","61048","Gewestweg",0,0,0,2,0,0,2
"744","Oupeye","62079","Gemeenteweg",0,0,1,0,0,0,1
"745","Oupeye","62079","Gewestweg",0,1,0,1,0,2,2
"746","Overijse","23062","Gemeenteweg",1,0,0,0,0,0,1
"747","Overijse","23062","Gewestweg",0,1,0,0,0,1,1
"748","Paliseul","84050","Gemeenteweg",0,0,0,1,0,0,1
"749","Paliseul","84050","Gewestweg",0,0,0,1,1,0,2
"750","Pecq","57062","Gemeenteweg",1,0,0,0,0,0,1
"751","Pecq","57062","Gewestweg",0,0,1,0,0,0,1
"752","Peer","72030","Gewestweg",1,1,0,1,0,1,3
"753","Pelt","72043","Gemeenteweg",0,1,1,1,2,2,5
"754","Pelt","72043","Gewestweg",0,2,2,2,4,1,10
"755","Pepingen","23064","Gemeenteweg",0,0,0,1,0,0,1
"756","Pepingen","23064","Gewestweg",0,1,0,0,0,1,1
"757","Pepinster","63058","Gewestweg",2,0,0,0,0,0,2
"758","Perwijs (Nijvel)","25084","Autosnelweg",0,1,0,1,0,0,2
"759","Perwijs (Nijvel)","25084","Gemeenteweg",0,0,0,1,0,0,1
"760","Perwijs (Nijvel)","25084","Gewestweg",0,0,2,0,0,0,2
"761","Philippeville","93056","Gemeenteweg",0,1,0,0,0,0,1
"762","Philippeville","93056","Gewestweg",2,1,3,1,3,2,10
"763","Pittem","37011","Gewestweg",0,0,0,0,0,1,0
"764","Plombières","63088","Gewestweg",1,0,1,1,0,0,3
"765","Pont-à-Celles","52055","Autosnelweg",2,0,1,1,0,0,4
"766","Pont-à-Celles","52055","Gemeenteweg",0,0,0,1,1,0,2
"767","Poperinge","33021","Gemeenteweg",0,0,0,1,0,0,1
"768","Poperinge","33021","Gewestweg",1,1,0,0,0,0,2
"769","Profondeville","92101","Gewestweg",2,0,1,2,2,0,7
"770","Putte","12029","Gemeenteweg",1,0,0,1,0,2,2
"771","Putte","12029","Gewestweg",1,0,0,0,0,0,1
"772","Puurs-Sint-Amands","12041","Autosnelweg",0,1,0,0,1,0,2
"773","Puurs-Sint-Amands","12041","Gemeenteweg",0,0,1,0,0,0,1
"774","Puurs-Sint-Amands","12041","Gewestweg",1,1,0,1,0,2,3
"775","Péruwelz","57064","Autosnelweg",0,0,1,0,0,0,1
"776","Péruwelz","57064","Gemeenteweg",1,1,0,0,0,0,2
"777","Péruwelz","57064","Gewestweg",0,0,1,0,0,1,1
"778","Quaregnon","53065","Gewestweg",1,0,1,0,0,0,2
"779","Quiévrain","53068","Gemeenteweg",0,0,0,1,0,1,1
"780","Quiévrain","53068","Gewestweg",1,0,0,1,0,1,2
"781","Quévy","53084","Gewestweg",1,5,3,1,1,0,11
"782","Raeren","63061","Autosnelweg",0,0,0,2,0,1,2
"783","Ramillies","25122","Gemeenteweg",0,0,1,0,0,0,1
"784","Ranst","11035","Autosnelweg",0,1,4,0,1,0,6
"785","Ranst","11035","Gemeenteweg",0,0,1,0,1,1,2
"786","Ranst","11035","Gewestweg",0,1,0,0,0,0,1
"787","Ravels","13035","Gemeenteweg",0,0,1,0,0,0,1
"788","Ravels","13035","Gewestweg",3,0,0,0,1,0,4
"789","Rebecq","25123","Autosnelweg",0,0,0,1,0,0,1
"790","Rebecq","25123","Gemeenteweg",0,0,0,0,1,0,1
"791","Rebecq","25123","Gewestweg",0,1,0,0,0,1,1
"792","Remicourt","64063","Autosnelweg",0,1,0,0,0,0,1
"793","Rendeux","83044","Gewestweg",1,0,0,0,0,0,1
"794","Retie","13036","Gewestweg",0,0,1,2,2,0,5
"795","Riemst","73066","Gemeenteweg",0,1,0,0,0,0,1
"796","Riemst","73066","Gewestweg",1,1,0,1,0,0,3
"797","Rijkevorsel","13037","Gemeenteweg",1,0,0,0,0,0,1
"798","Rijkevorsel","13037","Gewestweg",0,1,0,0,0,0,1
"799","Rixensart","25091","Gemeenteweg",0,0,0,1,1,0,2
"800","Rochefort","91114","Autosnelweg",1,0,2,0,0,0,3
"801","Rochefort","91114","Gewestweg",1,0,1,0,2,0,4
"802","Roeselare","36015","Autosnelweg",1,0,0,0,0,1,1
"803","Roeselare","36015","Gemeenteweg",1,0,1,0,1,0,3
"804","Roeselare","36015","Gewestweg",0,2,0,3,2,4,7
"805","Ronse","45041","Gemeenteweg",1,0,0,0,0,0,1
"806","Ronse","45041","Gewestweg",0,0,0,1,0,0,1
"807","Roosdaal","23097","Gemeenteweg",0,0,1,0,0,1,1
"808","Roosdaal","23097","Gewestweg",0,0,1,0,0,0,1
"809","Rotselaar","24094","Autosnelweg",0,0,1,0,0,0,1
"810","Rotselaar","24094","Gemeenteweg",1,0,1,0,0,0,2
"811","Rotselaar","24094","Gewestweg",0,0,1,0,0,0,1
"812","Rouvroy","85047","Gewestweg",1,0,0,1,0,0,2
"813","Rumes","57072","Gewestweg",0,0,1,0,0,0,1
"814","Rumst","11037","Autosnelweg",0,0,1,0,1,0,2
"815","Rumst","11037","Gemeenteweg",0,0,0,1,1,0,2
"816","Rumst","11037","Gewestweg",2,0,0,1,0,0,3
"817","Saint-Georges-sur-Meuse","64065","Gemeenteweg",0,0,0,0,1,0,1
"818","Saint-Ghislain","53070","Autosnelweg",1,1,0,0,0,0,2
"819","Saint-Ghislain","53070","Gemeenteweg",0,0,2,0,0,0,2
"820","Saint-Ghislain","53070","Gewestweg",2,1,2,0,1,0,6
"821","Saint-Ghislain","53070","onbekend",0,1,0,0,0,0,1
"822","Saint-Hubert","84059","Gewestweg",1,0,1,0,0,1,2
"823","Saint-Nicolas (Luik)","62093","Gemeenteweg",0,2,2,0,0,1,4
"824","Saint-Nicolas (Luik)","62093","Gewestweg",0,1,0,0,0,0,1
"825","Sainte-Ode","82038","Gemeenteweg",0,1,0,0,0,0,1
"826","Sambreville","92137","Autosnelweg",0,2,0,0,0,0,2
"827","Sambreville","92137","Gemeenteweg",0,0,1,0,2,0,3
"828","Sambreville","92137","Gewestweg",0,1,0,0,1,1,2
"829","Sankt Vith","63067","Gemeenteweg",0,1,0,0,0,1,1
"830","Sankt Vith","63067","Gewestweg",0,3,3,0,0,0,6
"831","Schaarbeek","21015","Gemeenteweg",1,2,1,0,0,0,4
"832","Schaarbeek","21015","Gewestweg",2,1,0,0,2,1,5
"833","Schelle","11038","Gewestweg",0,0,0,0,0,1,0
"834","Scherpenheuvel-Zichem","24134","Gemeenteweg",0,2,1,0,0,2,3
"835","Scherpenheuvel-Zichem","24134","Gewestweg",1,0,0,0,0,1,1
"836","Schilde","11039","Gemeenteweg",0,0,0,1,0,1,1
"837","Schilde","11039","Gewestweg",1,1,0,0,1,0,3
"838","Schoten","11040","Autosnelweg",0,0,0,0,1,0,1
"839","Schoten","11040","Gemeenteweg",1,1,1,1,1,2,5
"840","Schoten","11040","Gewestweg",0,1,1,0,0,0,2
"841","Seneffe","55085","Autosnelweg",1,0,0,3,0,3,4
"842","Seneffe","55085","Gemeenteweg",1,0,0,0,0,1,1
"843","Seneffe","55085","Gewestweg",0,0,0,1,0,0,1
"844","Seraing","62096","Autosnelweg",0,1,0,0,0,0,1
"845","Seraing","62096","Gemeenteweg",0,1,0,0,2,1,3
"846","Seraing","62096","Gewestweg",0,2,0,1,3,0,6
"847","Sint-Agatha-Berchem","21003","Gewestweg",1,0,0,0,0,0,1
"848","Sint-Genesius-Rode","23101","Gemeenteweg",1,0,0,1,0,0,2
"849","Sint-Genesius-Rode","23101","Gewestweg",0,0,1,0,0,0,1
"850","Sint-Gillis","21013","Gemeenteweg",0,1,0,0,0,0,1
"851","Sint-Gillis","21013","Gewestweg",1,0,1,0,0,1,2
"852","Sint-Gillis-Waas","46020","Autosnelweg",0,0,0,0,1,0,1
"853","Sint-Gillis-Waas","46020","Gemeenteweg",1,1,1,0,0,2,3
"854","Sint-Gillis-Waas","46020","Gewestweg",1,0,0,0,0,0,1
"855","Sint-Jans-Molenbeek","21012","Gewestweg",0,1,1,0,3,1,5
"856","Sint-Joost-ten-Node","21014","Gemeenteweg",0,1,0,0,0,0,1
"857","Sint-Katelijne-Waver","12035","Gemeenteweg",0,0,0,0,2,1,2
"858","Sint-Katelijne-Waver","12035","Gewestweg",1,0,1,0,0,0,2
"859","Sint-Lambrechts-Woluwe","21018","Autosnelweg",0,0,0,0,1,0,1
"860","Sint-Lambrechts-Woluwe","21018","Gemeenteweg",2,0,0,0,0,0,2
"861","Sint-Laureins","43014","Gemeenteweg",1,1,0,0,0,0,2
"862","Sint-Lievens-Houtem","41063","Gewestweg",0,0,1,0,0,0,1
"863","Sint-Martens-Latem","44064","Gemeenteweg",1,0,0,0,0,0,1
"864","Sint-Martens-Latem","44064","Gewestweg",2,0,1,0,0,0,3
"865","Sint-Niklaas (Sint-Niklaas)","46021","Autosnelweg",1,0,0,0,0,0,1
"866","Sint-Niklaas (Sint-Niklaas)","46021","Gemeenteweg",0,3,1,2,1,1,7
"867","Sint-Niklaas (Sint-Niklaas)","46021","Gewestweg",0,1,1,1,3,1,6
"868","Sint-Pieters-Leeuw","23077","Autosnelweg",0,2,0,0,1,0,3
"869","Sint-Pieters-Leeuw","23077","Gemeenteweg",2,0,1,0,1,0,4
"870","Sint-Pieters-Leeuw","23077","Gewestweg",0,0,0,0,0,1,0
"871","Sint-Pieters-Woluwe","21019","Gemeenteweg",0,0,0,0,1,0,1
"872","Sint-Pieters-Woluwe","21019","Gewestweg",0,1,0,2,0,0,3
"873","Sint-Truiden","71053","Gemeenteweg",0,1,1,1,2,2,5
"874","Sint-Truiden","71053","Gewestweg",2,4,3,3,1,3,13
"875","Sivry-Rance","56088","Gemeenteweg",0,0,0,0,0,1,0
"876","Sombreffe","92114","Autosnelweg",1,0,0,0,0,0,1
"877","Sombreffe","92114","Gemeenteweg",0,0,0,1,0,0,1
"878","Sombreffe","92114","Gewestweg",1,0,1,0,1,1,3
"879","Somme-Leuze","91120","Gewestweg",0,0,1,0,2,3,3
"880","Soumagne","62099","Autosnelweg",1,0,1,0,1,0,3
"881","Soumagne","62099","Gemeenteweg",0,0,1,0,0,0,1
"882","Soumagne","62099","Gewestweg",0,0,0,0,1,1,1
"883","Spa","63072","Gemeenteweg",2,0,0,0,0,0,2
"884","Spa","63072","Gewestweg",0,1,0,0,1,0,2
"885","Spiere-Helkijn","34043","Gewestweg",1,0,2,0,0,1,3
"886","Sprimont","62100","Autosnelweg",0,0,0,0,1,0,1
"887","Sprimont","62100","Gemeenteweg",0,0,0,0,0,1,0
"888","Sprimont","62100","Gewestweg",3,2,1,0,2,1,8
"889","Stabroek","11044","Autosnelweg",0,0,2,0,1,0,3
"890","Stabroek","11044","Gemeenteweg",0,0,0,2,0,0,2
"891","Staden","36019","Gemeenteweg",0,0,1,0,1,0,2
"892","Staden","36019","Gewestweg",2,0,0,0,0,0,2
"893","Stavelot","63073","Autosnelweg",2,0,0,0,0,0,2
"894","Stavelot","63073","Gemeenteweg",0,0,0,0,1,0,1
"895","Stavelot","63073","Gewestweg",2,1,0,0,0,0,3
"896","Stavelot","63073","onbekend",0,0,1,0,0,0,1
"897","Steenokkerzeel","23081","Gewestweg",1,0,0,0,0,1,1
"898","Stekene","46024","Autosnelweg",0,1,1,0,0,0,2
"899","Stekene","46024","Gemeenteweg",0,0,0,1,1,0,2
"900","Stekene","46024","Gewestweg",0,1,0,0,1,0,2
"901","Stoumont","63075","Gemeenteweg",0,1,1,0,0,1,2
"902","Stoumont","63075","Gewestweg",1,1,1,0,0,1,3
"903","Tellin","84068","Autosnelweg",0,0,1,0,0,0,1
"904","Tellin","84068","Gewestweg",1,0,0,0,1,0,2
"905","Temse","46025","Autosnelweg",0,1,0,2,0,1,3
"906","Temse","46025","Gemeenteweg",1,0,2,0,1,0,4
"907","Tenneville","83049","Gewestweg",1,1,0,2,0,0,4
"908","Terhulpen","25050","Gewestweg",0,0,0,2,0,1,2
"909","Ternat","23086","Autosnelweg",0,0,0,1,0,0,1
"910","Ternat","23086","Gewestweg",1,0,0,0,0,0,1
"911","Tervuren","24104","Autosnelweg",0,0,0,0,1,0,1
"912","Tessenderlo","71057","Autosnelweg",0,1,0,0,0,0,1
"913","Tessenderlo","71057","Gemeenteweg",0,0,0,0,1,1,1
"914","Tessenderlo","71057","Gewestweg",1,1,1,0,0,0,3
"915","Theux","63076","Autosnelweg",1,0,0,0,0,0,1
"916","Theux","63076","Gemeenteweg",1,0,0,0,1,0,2
"917","Theux","63076","Gewestweg",1,0,1,1,0,0,3
"918","Thimister-Clermont","63089","Gewestweg",1,2,0,1,0,1,4
"919","Thuin","56078","Gewestweg",1,1,3,0,1,1,6
"920","Tielt (Tielt)","37015","Gemeenteweg",0,0,0,0,1,0,1
"921","Tielt (Tielt)","37015","Gewestweg",0,4,2,0,0,1,6
"922","Tielt-Winge","24135","Autosnelweg",0,0,0,0,2,0,2
"923","Tielt-Winge","24135","Gewestweg",0,0,1,0,1,1,2
"924","Tienen","24107","Autosnelweg",0,0,0,0,0,2,0
"925","Tienen","24107","Gemeenteweg",0,0,0,0,0,1,0
"926","Tienen","24107","Gewestweg",1,0,0,1,2,0,4
"927","Tinlot","61081","Gewestweg",0,0,0,0,0,1,0
"928","Tintigny","85039","Gewestweg",0,0,0,0,2,0,2
"929","Tongeren","73083","Autosnelweg",0,0,0,0,0,1,0
"930","Tongeren","73083","Gemeenteweg",1,0,1,0,0,0,2
"931","Tongeren","73083","Gewestweg",0,0,0,2,2,1,4
"932","Torhout","31033","Autosnelweg",0,0,1,0,1,0,2
"933","Torhout","31033","Gemeenteweg",0,1,0,0,0,1,1
"934","Torhout","31033","Gewestweg",0,1,0,0,1,1,2
"935","Trois-Ponts","63086","Gemeenteweg",0,1,0,0,0,0,1
"936","Trooz","62122","Gewestweg",1,0,0,0,0,0,1
"937","Tubeke","25105","Gemeenteweg",0,0,0,0,1,0,1
"938","Tubeke","25105","Gewestweg",1,0,1,1,0,0,3
"939","Turnhout","13040","Autosnelweg",1,0,0,0,0,0,1
"940","Turnhout","13040","Gemeenteweg",1,0,1,0,0,0,2
"941","Turnhout","13040","Gewestweg",1,1,0,0,1,2,3
"942","Ukkel","21016","Gemeenteweg",1,0,0,0,0,0,1
"943","Ukkel","21016","Gewestweg",1,0,0,0,1,0,2
"944","Vaux-sur-Sûre","82036","Autosnelweg",0,1,1,0,0,0,2
"945","Vaux-sur-Sûre","82036","Gewestweg",2,0,0,0,0,0,2
"946","Verviers","63079","Autosnelweg",1,0,0,0,0,0,1
"947","Verviers","63079","Gemeenteweg",1,0,0,0,1,1,2
"948","Verviers","63079","Gewestweg",1,1,1,1,1,1,5
"949","Veurne","38025","Autosnelweg",0,1,0,0,0,0,1
"950","Veurne","38025","Gemeenteweg",1,0,0,1,0,0,2
"951","Veurne","38025","Gewestweg",1,0,1,0,1,1,3
"952","Vielsalm","82032","Autosnelweg",0,0,0,0,0,1,0
"953","Vielsalm","82032","Gemeenteweg",0,1,1,0,0,0,2
"954","Vielsalm","82032","Gewestweg",2,1,0,0,0,2,3
"955","Villers-Le-Bouillet","61068","Autosnelweg",0,0,0,1,0,0,1
"956","Villers-Le-Bouillet","61068","Gewestweg",3,0,0,0,0,0,3
"957","Villers-la-Ville","25107","Gemeenteweg",0,1,0,0,1,0,2
"958","Villers-la-Ville","25107","Gewestweg",0,2,0,0,0,0,2
"959","Vilvoorde","23088","Autosnelweg",1,0,0,0,0,0,1
"960","Vilvoorde","23088","Gemeenteweg",0,0,0,1,0,0,1
"961","Vilvoorde","23088","Gewestweg",0,0,0,1,0,1,1
"962","Viroinval","93090","Gemeenteweg",1,0,0,0,0,0,1
"963","Viroinval","93090","Gewestweg",1,0,1,0,1,0,3
"964","Virton","85045","Gemeenteweg",1,1,0,0,0,0,2
"965","Virton","85045","Gewestweg",1,2,1,1,0,0,5
"966","Vleteren","33041","Gewestweg",0,1,0,0,2,0,3
"967","Vloesberg","51019","Gemeenteweg",0,0,0,0,1,0,1
"968","Voeren","73109","Gemeenteweg",1,0,0,0,0,0,1
"969","Vorselaar","13044","Autosnelweg",0,0,0,1,0,0,1
"970","Vorselaar","13044","Gemeenteweg",0,0,1,0,0,1,1
"971","Vorst (Brussel-Hoofdstad)","21007","Autosnelweg",1,0,0,0,0,0,1
"972","Vorst (Brussel-Hoofdstad)","21007","Gewestweg",0,0,1,0,0,1,1
"973","Vosselaar","13046","Gemeenteweg",2,0,0,0,0,0,2
"974","Vosselaar","13046","Gewestweg",0,0,1,0,0,0,1
"975","Vresse-sur-Semois","91143","Gewestweg",1,0,1,0,1,0,3
"976","Waasmunster","42023","Autosnelweg",1,0,3,0,1,0,5
"977","Wachtebeke","44073","Autosnelweg",0,1,0,0,0,0,1
"978","Wachtebeke","44073","Gewestweg",0,2,1,0,0,0,3
"979","Walcourt","93088","Gemeenteweg",0,0,0,0,1,0,1
"980","Walcourt","93088","Gewestweg",1,4,1,0,2,2,8
"981","Walhain","25124","Autosnelweg",0,0,0,1,0,0,1
"982","Walhain","25124","Gemeenteweg",0,0,0,0,0,1,0
"983","Walhain","25124","Gewestweg",0,1,0,0,0,1,1
"984","Wanze","61072","Autosnelweg",1,0,0,1,0,0,2
"985","Wanze","61072","Gemeenteweg",0,0,1,1,1,0,3
"986","Wanze","61072","Gewestweg",0,0,0,0,0,2,0
"987","Waregem","34040","Autosnelweg",0,0,0,0,1,0,1
"988","Waregem","34040","Gemeenteweg",1,1,2,0,0,1,4
"989","Waregem","34040","Gewestweg",1,0,2,0,0,1,3
"990","Wasseiges","64075","Gewestweg",0,1,0,0,1,0,2
"991","Waterloo","25110","Autosnelweg",0,0,2,0,1,0,3
"992","Waterloo","25110","Gewestweg",2,0,0,1,0,0,3
"993","Waver","25112","Autosnelweg",0,0,0,0,0,1,0
"994","Waver","25112","Gemeenteweg",1,0,1,0,0,0,2
"995","Waver","25112","Gewestweg",1,2,1,0,1,1,5
"996","Weismes","63080","Gemeenteweg",0,0,1,0,0,0,1
"997","Weismes","63080","Gewestweg",1,0,0,2,0,1,3
"998","Welkenraedt","63084","Autosnelweg",0,0,0,0,0,1,0
"999","Welkenraedt","63084","Gemeenteweg",0,0,1,0,0,0,1
"1000","Welkenraedt","63084","Gewestweg",0,0,1,0,0,0,1
"1001","Wellen","73098","Gemeenteweg",0,0,1,0,0,0,1
"1002","Wellen","73098","Gewestweg",0,1,0,0,0,1,1
"1003","Wellin","84075","Autosnelweg",0,1,0,0,0,0,1
"1004","Wemmel","23102","Autosnelweg",0,1,0,0,1,0,2
"1005","Wemmel","23102","Gemeenteweg",0,1,1,0,1,0,3
"1006","Wervik","33029","Autosnelweg",0,0,1,0,1,0,2
"1007","Wervik","33029","Gemeenteweg",0,1,0,1,1,0,3
"1008","Wervik","33029","Gewestweg",2,1,0,0,1,0,4
"1009","Westerlo","13049","Autosnelweg",1,0,0,0,0,0,1
"1010","Westerlo","13049","Gemeenteweg",1,1,1,0,1,1,4
"1011","Westerlo","13049","Gewestweg",1,0,0,1,0,0,2
"1012","Wetteren","42025","Autosnelweg",0,0,0,0,0,1,0
"1013","Wetteren","42025","Gemeenteweg",0,0,1,1,0,0,2
"1014","Wetteren","42025","Gewestweg",1,0,0,0,0,0,1
"1015","Wevelgem","34041","Autosnelweg",1,0,1,0,0,1,2
"1016","Wevelgem","34041","Gemeenteweg",2,1,0,1,0,0,4
"1017","Wevelgem","34041","Gewestweg",0,2,0,0,0,0,2
"1018","Wezembeek-Oppem","23103","Gewestweg",2,0,0,0,0,0,2
"1019","Wezet","62108","Autosnelweg",2,1,2,1,0,0,6
"1020","Wezet","62108","Gewestweg",0,0,0,1,0,0,1
"1021","Wichelen","42026","Gemeenteweg",1,0,0,0,0,0,1
"1022","Wichelen","42026","Gewestweg",0,0,1,0,1,0,2
"1023","Wielsbeke","37017","Gemeenteweg",0,0,1,1,1,0,3
"1024","Wielsbeke","37017","Gewestweg",0,0,0,1,0,0,1
"1025","Wijnegem","11050","Gemeenteweg",1,0,0,0,1,0,2
"1026","Wijnegem","11050","Gewestweg",1,0,1,0,0,0,2
"1027","Willebroek","12040","Autosnelweg",0,0,1,0,0,0,1
"1028","Willebroek","12040","Gemeenteweg",0,1,3,1,0,0,5
"1029","Wingene","37018","Gemeenteweg",0,0,0,1,0,0,1
"1030","Wommelgem","11052","Gemeenteweg",0,2,0,1,0,0,3
"1031","Wortegem-Petegem","45061","Gemeenteweg",0,0,0,0,0,1,0
"1032","Wortegem-Petegem","45061","Gewestweg",0,1,0,0,0,0,1
"1033","Wuustwezel","11053","Gemeenteweg",0,0,1,0,0,2,1
"1034","Yvoir","91141","Gewestweg",0,0,0,1,0,0,1
"1035","Zandhoven","11054","Autosnelweg",1,1,1,0,0,1,3
"1036","Zandhoven","11054","Gemeenteweg",0,0,0,2,0,0,2
"1037","Zandhoven","11054","Gewestweg",3,0,0,0,0,0,3
"1038","Zaventem","23094","Autosnelweg",1,0,2,0,0,2,3
"1039","Zaventem","23094","Gemeenteweg",1,0,0,0,1,0,2
"1040","Zaventem","23094","Gewestweg",1,0,3,1,0,0,5
"1041","Zedelgem","31040","Autosnelweg",0,0,0,0,0,1,0
"1042","Zedelgem","31040","Gemeenteweg",0,0,0,0,1,0,1
"1043","Zedelgem","31040","Gewestweg",0,3,0,1,3,0,7
"1044","Zele","42028","Autosnelweg",1,0,0,0,0,0,1
"1045","Zele","42028","Gemeenteweg",1,2,0,1,0,0,4
"1046","Zele","42028","Gewestweg",0,0,0,0,1,1,1
"1047","Zelzate","43018","Autosnelweg",0,0,2,0,0,0,2
"1048","Zelzate","43018","Gewestweg",0,1,0,0,0,0,1
"1049","Zemst","23096","Gewestweg",1,0,0,0,0,0,1
"1050","Zinnik","55040","Gemeenteweg",1,1,0,0,0,0,2
"1051","Zinnik","55040","Gewestweg",2,1,0,2,1,0,6
"1052","Zinnik","55040","onbekend",1,0,0,0,0,0,1
"1053","Zoersel","11055","Gewestweg",1,0,1,0,1,0,3
"1054","Zonhoven","71066","Autosnelweg",0,0,0,2,0,0,2
"1055","Zonhoven","71066","Gemeenteweg",0,0,0,1,0,1,1
"1056","Zonhoven","71066","Gewestweg",0,2,1,1,1,1,5
"1057","Zonnebeke","33037","Gemeenteweg",0,0,2,0,1,1,3
"1058","Zonnebeke","33037","Gewestweg",1,0,0,0,0,0,1
"1059","Zottegem","41081","Gemeenteweg",0,1,1,2,0,0,4
"1060","Zottegem","41081","Gewestweg",1,0,0,2,1,0,4
"1061","Zoutleeuw","24130","Gemeenteweg",0,0,0,2,0,1,2
"1062","Zoutleeuw","24130","Gewestweg",0,1,0,0,0,0,1
"1063","Zuienkerke","31042","Gewestweg",2,0,0,0,0,1,2
"1064","Zulte","44081","Gewestweg",0,0,1,0,1,0,2
"1065","Zutendaal","71067","Gewestweg",0,0,0,0,1,0,1
"1066","Zwalm","45065","Gewestweg",2,0,0,3,0,0,5
"1067","Zwevegem","34042","Gemeenteweg",1,0,1,1,1,0,4
"1068","Zwevegem","34042","Gewestweg",0,0,0,1,1,1,2
"1069","Zwijndrecht","11056","Autosnelweg",1,0,0,0,0,0,1
"1070","Zwijndrecht","11056","Gemeenteweg",0,0,0,0,0,1,0
"1071","Zwijndrecht","11056","Gewestweg",1,0,1,0,0,0,2
"1072","’s Gravenbrakel","55004","Gewestweg",3,0,0,1,0,2,4
